x,y
-11.508376,-1.981495
-11.516842,-1.987381
-11.51402,-1.987381
-11.499908999999999,-1.987381
-11.488619,-1.9844380000000001
-11.488619,-1.978552
-11.494264,-1.975609
-11.499908999999999,-1.978552
-11.508376,-1.987381
-11.508376,-1.9903240000000002
-11.511198,-1.9903240000000002
-11.51402,-1.9903240000000002
-11.505554,-1.987381
-11.491442,-1.999153
-11.477328,-2.016811
-11.477328,-2.031526
-11.477328,-2.031526
-11.491442,-2.02564
-11.505554,-2.022697
-11.516842,-2.0197540000000003
-11.499908999999999,-2.0197540000000003
-11.480151,-2.0197540000000003
-11.471683,-2.016811
-11.482974,-2.016811
-11.497086999999999,-2.0197540000000003
-11.499908999999999,-2.0197540000000003
-11.497086999999999,-2.0197540000000003
-11.491442,-2.022697
-11.488619,-2.031526
-11.491442,-2.037412
-11.494264,-2.043298
-11.482974,-2.037412
-11.468860000000001,-2.034469
-11.451921,-2.034469
-11.449097,-2.043298
-11.449097,-2.049184
-11.446274,-2.049184
-11.446274,-2.049184
-11.449097,-2.046241
-11.477328,-2.052127
-11.505554,-2.0580119999999997
-11.525308,-2.060955
-11.51402,-2.0580119999999997
-11.502732,-2.052127
-11.499908999999999,-2.046241
-11.474506,-2.040355
-11.420861,-2.043298
-11.341768,-2.046241
-11.256977000000001,-2.052127
-11.141016,-2.060955
-11.033456,-2.081555
-10.91165,-2.105096
-10.764215,-2.1580619999999997
-10.528588000000001,-2.249273
-10.289756,-2.340473
-10.104696,-2.405188
-9.965048,-2.499307
-9.828134,-2.5963540000000003
-9.705385,-2.7286669999999997
-9.616836,-2.793343
-9.573972999999999,-2.878586
-9.553967,-2.925611
-9.559683,-3.025527
-9.605407000000001,-3.125424
-9.651119,-3.204741
-9.68825,-3.251738
-9.68825,-3.272298
-9.685394,-3.2899199999999995
-9.682538000000001,-3.286983
-9.668258,-3.295793
-9.645406,-3.3075410000000005
-9.619693,-3.316351
-9.611122,-3.3075410000000005
-9.622551,-3.2987300000000004
-9.636835000000001,-3.2928559999999996
-9.648261999999999,-3.272298
-9.651119,-3.251738
-9.651119,-3.231177
-9.653975,-3.216491
-9.659688000000001,-3.204741
-9.662545,-3.184179
-9.665401,-3.181241
-9.671114,-3.175366
-9.676826,-3.1783040000000002
-9.682538000000001,-3.190054
-9.679682000000001,-3.207679
-9.676826,-3.225303
-9.676826,-3.2429259999999998
-9.671114,-3.263486
-9.665401,-3.278172
-9.656832000000001,-3.272298
-9.651119,-3.260549
-9.645406,-3.260549
-9.642549,-3.275235
-9.645406,-3.2987300000000004
-9.648261999999999,-3.304604
-9.653975,-3.284046
-9.662545,-3.263486
-9.671114,-3.245864
-9.668258,-3.257612
-9.662545,-3.266424
-9.656832000000001,-3.272298
-9.659688000000001,-3.269361
-9.665401,-3.263486
-9.668258,-3.257612
-9.665401,-3.260549
-9.662545,-3.263486
-9.656832000000001,-3.254675
-9.653975,-3.2429259999999998
-9.651119,-3.234115
-9.645406,-3.2370520000000003
-9.642549,-3.2429259999999998
-9.636835000000001,-3.248801
-9.633977999999999,-3.248801
-9.645406,-3.231177
-9.659688000000001,-3.216491
-9.673969999999999,-3.2194279999999997
-9.676826,-3.239989
-9.679682000000001,-3.257612
-9.673969999999999,-3.260549
-9.668258,-3.251738
-9.656832000000001,-3.239989
-9.648261999999999,-3.2370520000000003
-9.645406,-3.2429259999999998
-9.645406,-3.248801
-9.651119,-3.248801
-9.651119,-3.245864
-9.651119,-3.2429259999999998
-9.651119,-3.239989
-9.651119,-3.254675
-9.651119,-3.269361
-9.651119,-3.281109
-9.648261999999999,-3.278172
-9.645406,-3.266424
-9.639692,-3.2429259999999998
-9.639692,-3.225303
-9.639692,-3.22824
-9.633977999999999,-3.245864
-9.628264999999999,-3.266424
-9.636835000000001,-3.266424
-9.656832000000001,-3.272298
-9.673969999999999,-3.278172
-9.673969999999999,-3.281109
-9.653975,-3.281109
-9.636835000000001,-3.278172
-9.622551,-3.272298
-9.636835000000001,-3.266424
-9.645406,-3.263486
-9.645406,-3.266424
-9.639692,-3.272298
-9.636835000000001,-3.278172
-9.639692,-3.272298
-9.639692,-3.263486
-9.639692,-3.254675
-9.636835000000001,-3.245864
-9.642549,-3.239989
-9.656832000000001,-3.234115
-9.671114,-3.231177
-9.662545,-3.222365
-9.645406,-3.2194279999999997
-9.639692,-3.216491
-9.648261999999999,-3.222365
-9.656832000000001,-3.22824
-9.653975,-3.2194279999999997
-9.651119,-3.201804
-9.653975,-3.184179
-9.656832000000001,-3.184179
-9.659688000000001,-3.163616
-9.659688000000001,-3.143051
-9.659688000000001,-3.1313
-9.656832000000001,-3.140114
-9.653975,-3.148927
-9.651119,-3.1518650000000004
-9.636835000000001,-3.1518650000000004
-9.625408,-3.143051
-9.611122,-3.1313
-9.608265,-3.119549
-9.605407000000001,-3.1166110000000002
-9.60255,-3.113673
-9.60255,-3.110735
-9.599692,-3.113673
-9.596835,-3.1166110000000002
-9.593977,-3.122487
-9.605407000000001,-3.122487
-9.619693,-3.122487
-9.628264999999999,-3.122487
-9.619693,-3.122487
-9.608265,-3.1166110000000002
-9.605407000000001,-3.113673
-9.596835,-3.101921
-9.588262,-3.096045
-9.588262,-3.096045
-9.605407000000001,-3.098983
-9.622551,-3.101921
-9.628264999999999,-3.096045
-9.619693,-3.096045
-9.616836,-3.090169
-9.622551,-3.081354
-9.613978999999999,-3.07254
-9.599692,-3.07254
-9.588262,-3.090169
-9.59112,-3.110735
-9.593977,-3.1342380000000003
-9.60255,-3.140114
-9.611122,-3.140114
-9.619693,-3.1313
-9.619693,-3.128362
-9.616836,-3.125424
-9.616836,-3.107797
-9.616836,-3.084293
-9.613978999999999,-3.066664
-9.613978999999999,-3.07254
-9.616836,-3.075478
-9.622551,-3.087231
-9.625408,-3.098983
-9.628264999999999,-3.110735
-9.628264999999999,-3.110735
-9.631122,-3.107797
-9.639692,-3.104859
-9.645406,-3.101921
-9.653975,-3.090169
-9.653975,-3.078416
-9.651119,-3.07254
-9.645406,-3.081354
-9.633977999999999,-3.098983
-9.631122,-3.110735
-9.619693,-3.113673
-9.613978999999999,-3.110735
-9.616836,-3.107797
-9.622551,-3.107797
-9.628264999999999,-3.110735
-9.625408,-3.110735
-9.631122,-3.096045
-9.631122,-3.084293
-9.633977999999999,-3.075478
-9.633977999999999,-3.075478
-9.633977999999999,-3.075478
-9.636835000000001,-3.078416
-9.639692,-3.07254
-9.639692,-3.069602
-9.636835000000001,-3.066664
-9.622551,-3.063725
-9.611122,-3.057849
-9.613978999999999,-3.046096
-9.628264999999999,-3.040219
-9.642549,-3.051972
-9.642549,-3.069602
-9.636835000000001,-3.084293
-9.628264999999999,-3.081354
-9.622551,-3.075478
-9.622551,-3.07254
-9.625408,-3.07254
-9.619693,-3.07254
-9.613978999999999,-3.075478
-9.622551,-3.078416
-9.633977999999999,-3.084293
-9.645406,-3.093107
-9.631122,-3.098983
-9.625408,-3.107797
-9.616836,-3.1166110000000002
-9.622551,-3.119549
-9.625408,-3.1166110000000002
-9.625408,-3.107797
-9.622551,-3.101921
-9.619693,-3.098983
-9.636835000000001,-3.096045
-9.651119,-3.093107
-9.645406,-3.090169
-9.625408,-3.090169
-9.60255,-3.096045
-9.596835,-3.101921
-9.613978999999999,-3.110735
-9.636835000000001,-3.125424
-9.648261999999999,-3.1371759999999997
-9.619693,-3.1518650000000004
-9.593977,-3.15774
-9.573972999999999,-3.1518650000000004
-9.573972999999999,-3.140114
-9.576831,-3.1313
-9.579689,-3.1313
-9.585405,-3.1342380000000003
-9.588262,-3.1342380000000003
-9.588262,-3.1342380000000003
-9.585405,-3.1313
-9.576831,-3.128362
-9.568257000000001,-3.128362
-9.559683,-3.125424
-9.562541,-3.125424
-9.571114999999999,-3.119549
-9.582547,-3.113673
-9.59112,-3.110735
-9.599692,-3.110735
-9.599692,-3.107797
-9.599692,-3.107797
-9.599692,-3.113673
-9.60255,-3.128362
-9.60255,-3.143051
-9.596835,-3.154802
-9.593977,-3.15774
-9.588262,-3.154802
-9.585405,-3.1518650000000004
-9.59112,-3.15774
-9.605407000000001,-3.166553
-9.599692,-3.175366
-9.579689,-3.172428
-9.562541,-3.169491
-9.565399000000001,-3.166553
-9.559683,-3.169491
-9.556825,-3.169491
-9.553967,-3.1783040000000002
-9.559683,-3.187116
-9.565399000000001,-3.195929
-9.568257000000001,-3.195929
-9.579689,-3.216491
-9.59112,-3.231177
-9.588262,-3.2429259999999998
-9.576831,-3.231177
-9.571114999999999,-3.222365
-9.579689,-3.248801
-9.582547,-3.275235
-9.582547,-3.3016669999999997
-9.582547,-3.295793
-9.571114999999999,-3.2899199999999995
-9.556825,-3.2899199999999995
-9.545392,-3.3075410000000005
-9.545392,-3.325162
-9.545392,-3.336908
-9.542534,-3.316351
-9.54825,-3.2928559999999996
-9.559683,-3.278172
-9.571114999999999,-3.278172
-9.576831,-3.281109
-9.573972999999999,-3.284046
-9.565399000000001,-3.278172
-9.576831,-3.269361
-9.59112,-3.257612
-9.596835,-3.263486
-9.588262,-3.272298
-9.571114999999999,-3.269361
-9.565399000000001,-3.260549
-9.565399000000001,-3.254675
-9.573972999999999,-3.2429259999999998
-9.576831,-3.22824
-9.573972999999999,-3.213553
-9.576831,-3.207679
-9.579689,-3.204741
-9.582547,-3.204741
-9.582547,-3.216491
-9.585405,-3.231177
-9.588262,-3.22824
-9.582547,-3.210616
-9.576831,-3.201804
-9.579689,-3.210616
-9.59112,-3.2194279999999997
-9.60255,-3.222365
-9.605407000000001,-3.222365
-9.60255,-3.2194279999999997
-9.596835,-3.216491
-9.593977,-3.222365
-9.588262,-3.231177
-9.579689,-3.234115
-9.571114999999999,-3.225303
-9.565399000000001,-3.231177
-9.565399000000001,-3.2429259999999998
-9.565399000000001,-3.251738
-9.565399000000001,-3.248801
-9.565399000000001,-3.245864
-9.565399000000001,-3.2429259999999998
-9.565399000000001,-3.2370520000000003
-9.568257000000001,-3.2370520000000003
-9.571114999999999,-3.239989
-9.565399000000001,-3.239989
-9.556825,-3.2370520000000003
-9.551109,-3.2370520000000003
-9.551109,-3.2370520000000003
-9.551109,-3.2370520000000003
-9.551109,-3.239989
-9.559683,-3.2370520000000003
-9.571114999999999,-3.225303
-9.579689,-3.213553
-9.573972999999999,-3.201804
-9.565399000000001,-3.195929
-9.559683,-3.1988659999999998
-9.553967,-3.207679
-9.551109,-3.2194279999999997
-9.553967,-3.234115
-9.562541,-3.239989
-9.571114999999999,-3.245864
-9.571114999999999,-3.2429259999999998
-9.571114999999999,-3.239989
-9.573972999999999,-3.22824
-9.571114999999999,-3.213553
-9.571114999999999,-3.216491
-9.571114999999999,-3.22824
-9.571114999999999,-3.2429259999999998
-9.562541,-3.245864
-9.556825,-3.234115
-9.551109,-3.222365
-9.553967,-3.22824
-9.553967,-3.2429259999999998
-9.553967,-3.257612
-9.556825,-3.254675
-9.559683,-3.2429259999999998
-9.565399000000001,-3.234115
-9.565399000000001,-3.225303
-9.571114999999999,-3.22824
-9.576831,-3.22824
-9.576831,-3.225303
-9.573972999999999,-3.2194279999999997
-9.571114999999999,-3.213553
-9.559683,-3.204741
-9.545392,-3.1988659999999998
-9.539675,-3.195929
-9.545392,-3.1988659999999998
-9.553967,-3.207679
-9.562541,-3.213553
-9.571114999999999,-3.2194279999999997
-9.582547,-3.231177
-9.562541,-3.248801
-9.539675,-3.263486
-9.516805999999999,-3.260549
-9.516805999999999,-3.272298
-9.519665,-3.2899199999999995
-9.528241,-3.284046
-9.545392,-3.260549
-9.553967,-3.239989
-9.562541,-3.245864
-9.565399000000001,-3.248801
-9.565399000000001,-3.245864
-9.565399000000001,-3.239989
-9.565399000000001,-3.234115
-9.565399000000001,-3.234115
-9.565399000000001,-3.2370520000000003
-9.568257000000001,-3.2429259999999998
-9.565399000000001,-3.248801
-9.565399000000001,-3.245864
-9.562541,-3.245864
-9.562541,-3.2429259999999998
-9.562541,-3.245864
-9.565399000000001,-3.2429259999999998
-9.565399000000001,-3.2429259999999998
-9.571114999999999,-3.2429259999999998
-9.573972999999999,-3.2429259999999998
-9.582547,-3.2429259999999998
-9.588262,-3.2429259999999998
-9.576831,-3.239989
-9.562541,-3.2370520000000003
-9.54825,-3.2370520000000003
-9.559683,-3.2370520000000003
-9.571114999999999,-3.2370520000000003
-9.579689,-3.2370520000000003
-9.573972999999999,-3.2429259999999998
-9.545392,-3.248801
-9.516805999999999,-3.22824
-9.488215,-3.204741
-9.433879,-3.184179
-9.333741999999999,-3.190054
-9.170538,-3.201804
-8.961304,-3.195929
-8.73173,-3.192991
-8.461619,-3.1988659999999998
-8.196888000000001,-3.2194279999999997
-7.891433999999999,-3.286983
-7.565312,-3.3486550000000004
-7.195303999999999,-3.4132550000000004
-6.833384,-3.498397
-6.502834,-3.592329
-6.215424,-3.709717
-5.959683,-3.7566629999999996
-5.703705,-3.8065379999999998
-5.476623,-3.835874
-5.223136,-3.882806
-4.992780000000001,-3.920935
-4.765181,-3.9502629999999996
-4.5491150000000005,-3.956128
-4.359219,-3.961993
-4.160456,-3.973724
-3.987919,-3.997183
-3.8533480000000004,-4.017709
-3.762635,-4.032369
-3.671903,-4.041165
-3.5694410000000003,-4.052893
-3.4933120000000004,-4.0704839999999995
-3.4698849999999997,-4.088075
-3.4698849999999997,-4.134979
-3.4698849999999997,-4.173083999999999
-3.487455,-4.208255
-3.505025,-4.240492
-3.546018,-4.2697959999999995
-3.5694410000000003,-4.275657
-3.627993,-4.2551440000000005
-3.677757,-4.2317
-3.7275150000000004,-4.22877
-3.750929,-4.225839
-3.753855,-4.196530999999999
-3.756782,-4.167222
-3.742149,-4.120322
-3.7275150000000004,-4.099801
-3.7041,-4.079280000000001
-3.671903,-4.079280000000001
-3.6426300000000005,-4.102733
-3.610429,-4.120322
-3.58408,-4.140841
-3.5665129999999996,-4.140841
-3.5665129999999996,-4.167222
-3.572369,-4.19067
-3.575297,-4.2111849999999995
-3.5782239999999996,-4.2111849999999995
-3.572369,-4.2111849999999995
-3.5694410000000003,-4.219978
-3.563585,-4.225839
-3.563585,-4.234630999999999
-3.5577300000000003,-4.240492
-3.5401620000000005,-4.246353
-3.5225940000000002,-4.252214
-3.534306,-4.2551440000000005
-3.5577300000000003,-4.240492
-3.5694410000000003,-4.222908
-3.5518739999999998,-4.208255
-3.534306,-4.205324
-3.52845,-4.202393
-3.52845,-4.1994620000000005
-3.525522,-4.196530999999999
-3.5196660000000004,-4.187739
-3.5138089999999997,-4.178946
-3.5138089999999997,-4.178946
-3.5225940000000002,-4.181877
-3.5313779999999997,-4.187739
-3.5430900000000003,-4.187739
-3.5401620000000005,-4.187739
-3.5372339999999998,-4.1994620000000005
-3.5372339999999998,-4.2111849999999995
-3.5401620000000005,-4.222908
-3.548946,-4.222908
-3.5518739999999998,-4.240492
-3.5401620000000005,-4.261005
-3.5225940000000002,-4.261005
-3.505025,-4.243422
-3.507953,-4.217047
-3.507953,-4.2111849999999995
-3.505025,-4.2111849999999995
-3.507953,-4.214116000000001
-3.5167379999999997,-4.217047
-3.525522,-4.237561
-3.5225940000000002,-4.261005
-3.5225940000000002,-4.2727260000000005
-3.5196660000000004,-4.261005
-3.525522,-4.249283
-3.52845,-4.249283
-3.5313779999999997,-4.249283
-3.534306,-4.237561
-3.5401620000000005,-4.22877
-3.525522,-4.2111849999999995
-3.507953,-4.202393
-3.4903839999999997,-4.208255
-3.4933120000000004,-4.225839
-3.4962400000000002,-4.243422
-3.4933120000000004,-4.237561
-3.4845269999999995,-4.234630999999999
-3.475742,-4.22877
-3.466957,-4.2317
-3.4611,-4.2317
-3.458171,-4.225839
-3.455243,-4.217047
-3.458171,-4.208255
-3.458171,-4.208255
-3.449386,-4.208255
-3.4406,-4.1994620000000005
-3.431814,-4.19067
-3.423028,-4.184808
-3.4171699999999996,-4.181877
-3.408384,-4.181877
-3.408384,-4.184808
-3.408384,-4.19067
-3.411313,-4.205324
-3.411313,-4.208255
-3.411313,-4.208255
-3.411313,-4.202393
-3.411313,-4.1994620000000005
-3.408384,-4.1994620000000005
-3.408384,-4.202393
-3.4054550000000003,-4.202393
-3.399597,-4.205324
-3.396669,-4.202393
-3.399597,-4.196530999999999
-3.408384,-4.19067
-3.4142419999999998,-4.184808
-3.411313,-4.181877
-3.4054550000000003,-4.178946
-3.4054550000000003,-4.178946
-3.408384,-4.178946
-3.411313,-4.178946
-3.408384,-4.178946
-3.4025260000000004,-4.1760150000000005
-3.396669,-4.170153
-3.39374,-4.164291
-3.387882,-4.158428
-3.382024,-4.164291
-3.3761660000000004,-4.167222
-3.3761660000000004,-4.173083999999999
-3.3761660000000004,-4.178946
-3.3790949999999995,-4.202393
-3.384953,-4.225839
-3.384953,-4.222908
-3.384953,-4.205324
-3.382024,-4.181877
-3.384953,-4.1760150000000005
-3.387882,-4.170153
-3.3908110000000002,-4.170153
-3.387882,-4.167222
-3.384953,-4.16136
-3.384953,-4.158428
-3.382024,-4.16136
-3.3790949999999995,-4.1760150000000005
-3.373237,-4.19067
-3.370308,-4.1994620000000005
-3.370308,-4.202393
-3.373237,-4.208255
-3.3790949999999995,-4.214116000000001
-3.3790949999999995,-4.202393
-3.3761660000000004,-4.184808
-3.384953,-4.170153
-3.396669,-4.184808
-3.411313,-4.202393
-3.411313,-4.217047
-3.411313,-4.217047
-3.411313,-4.225839
-3.4142419999999998,-4.243422
-3.411313,-4.261005
-3.396669,-4.246353
-3.382024,-4.225839
-3.373237,-4.2317
-3.370308,-4.261005
-3.367379,-4.287376999999999
-3.358592,-4.2697959999999995
-3.32637,-4.249283
-3.2736400000000003,-4.217047
-3.1681630000000003,-4.202393
-3.0802490000000002,-4.187739
-2.9278299999999997,-4.143772
-2.790032,-4.047029
-2.581807,-3.9531959999999997
-2.4028549999999997,-3.8886730000000003
-2.197443,-3.8769400000000003
-2.000781,-3.780135
-1.8246259999999999,-3.692111
-1.7130419999999997,-3.595264
-1.6278780000000002,-3.551236
-1.522147,-3.5189470000000003
-1.416405,-3.466104
-1.331218,-3.436744
-1.3047790000000001,-3.4103190000000003
-1.29009,-3.4132550000000004
-1.287153,-3.4132550000000004
-1.287153,-3.37802
-1.2665879999999998,-3.3545279999999997
-1.2430860000000001,-3.3280980000000002
-1.2048940000000001,-3.3075410000000005
-1.160825,-3.22824
-1.113816,-3.148927
-1.052115,-3.096045
-1.016856,-3.081354
-0.9815959999999999,-3.063725
-0.978658,-3.013773
-0.996288,-2.969694
-1.025671,-2.952061
-1.055053,-2.9638169999999997
-1.06093,-2.996142
-1.057991,-3.013773
-1.052115,-3.0343419999999997
-1.052115,-3.0343419999999997
-1.049177,-3.037281
-1.037424,-3.07254
-1.028609,-3.122487
-1.016856,-3.172428
-1.01098,-3.1988659999999998
-1.008041,-3.222365
-1.013918,-3.248801
-1.025671,-3.257612
-1.040362,-3.248801
-1.055053,-3.2370520000000003
-1.066806,-3.231177
-1.081497,-3.2194279999999997
-1.081497,-3.213553
-1.07562,-3.2194279999999997
-1.066806,-3.234115
-1.057991,-3.248801
-1.052115,-3.248801
-1.049177,-3.2370520000000003
-1.046239,-3.225303
-1.046239,-3.210616
-1.0433,-3.195929
-1.040362,-3.181241
-1.040362,-3.169491
-1.037424,-3.172428
-1.031547,-3.172428
-1.016856,-3.169491
-1.005103,-3.163616
-0.9992260000000001,-3.160678
-0.9874729999999999,-3.169491
-0.97572,-3.181241
-0.95809,-3.175366
-0.955151,-3.160678
-0.9522129999999999,-3.145989
-0.949274,-3.1518650000000004
-0.9463360000000001,-3.154802
-0.9522129999999999,-3.15774
-0.95809,-3.160678
-0.963966,-3.163616
-0.963966,-3.166553
-0.963966,-3.166553
-0.963966,-3.166553
-0.9669049999999999,-3.166553
-0.969843,-3.163616
-0.97572,-3.154802
-0.978658,-3.145989
-0.978658,-3.140114
-0.97572,-3.1342380000000003
-0.978658,-3.1342380000000003
-0.9815959999999999,-3.1342380000000003
-0.978658,-3.1313
-0.97572,-3.128362
-0.97572,-3.1313
-0.9815959999999999,-3.128362
-0.963966,-3.122487
-0.943398,-3.119549
-0.91989,-3.113673
-0.9228290000000001,-3.110735
-0.9228290000000001,-3.110735
-0.931644,-3.110735
-0.940459,-3.107797
-0.949274,-3.104859
-0.949274,-3.107797
-0.95809,-3.113673
-0.963966,-3.122487
-0.9610280000000001,-3.1342380000000003
-0.949274,-3.148927
-0.934582,-3.160678
-0.931644,-3.160678
-0.9287059999999999,-3.15774
-0.91989,-3.160678
